chid,chnm,bound_provenance,n_biofam_tested,n_biofam_active,n_biofam_separated,frac_tested_active,frac_tested_separated,family_loss
44752,Diprop-2-en-1-yl (2Z)-but-2-enedioate,default,15,5,5,0.3333333333333333,0.3333333333333333,0
51444,"4,4'-(1-Phenylethylidene)bisphenol",estimated,14,9,4,0.6428571428571429,0.2857142857142857,5
27978,"3-[3,5-DI(tert-butyl)-4-hydroxyphenyl]propanohydrazide",default,15,5,5,0.3333333333333333,0.3333333333333333,0
20184,C.I. Direct Black 38,estimated,15,8,2,0.5333333333333333,0.13333333333333333,6
42083,Kadethrin,estimated,15,8,4,0.5333333333333333,0.26666666666666666,4
34460,Clofencet-potassium,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47137,Betamethasone 21-phosphate disodium,default,15,5,5,0.3333333333333333,0.3333333333333333,0
44398,"N-[5-(Phenylimino)-1,3-pentadien-1-yl]aniline hydrochloride (1:1)",default,15,5,5,0.3333333333333333,0.3333333333333333,0
44981,Phenyl dihydrogen phosphate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
35790,Sodium 2-methoxy-5-nitrophenolate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
47721,Petitgrain oil,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44409,"1,6-Dichlorohexane",default,15,1,1,0.06666666666666667,0.06666666666666667,0
27830,"3-(Chloromethyl)-1,2,3-benzotriazin-4(3H)-one",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44503,C.I. Disperse Yellow 64,estimated,15,10,6,0.6666666666666666,0.4,4
44970,"2-(3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-8-yloxy)ethyl prop-2-enoate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
32406,Fosamine ammonium,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47173,Sodium pantothenate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
20210,Butyl-N-(4-hydroxybutyl)nitrosamine,default,15,3,3,0.2,0.2,0
47177,4-Phenyltoluene,estimated,15,4,0,0.26666666666666666,0.0,4
44793,Sodium 3-chloro-2-hydroxypropylsulfonate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44869,4-(3-Phenylpropyl)pyridine,estimated,15,7,1,0.4666666666666667,0.06666666666666667,6
27281,"2,3-Quinolinedicarboxylic acid",default,15,4,4,0.26666666666666666,0.26666666666666666,0
24629,Bixin,default,15,7,7,0.4666666666666667,0.4666666666666667,0
22084,4-Ethoxy-2-nitroaniline,estimated,15,4,1,0.26666666666666666,0.06666666666666667,3
20612,Ethylphenylacetylurea,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44316,4-Methylbenzenesulfonic acid hydrate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44201,Quetiapine fumarate,estimated,15,8,1,0.5333333333333333,0.06666666666666667,7
38813,Isophthalyl dihydrazide,default,15,4,4,0.26666666666666666,0.26666666666666666,0
40703,4-tert-Butylbenzoic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
21128,"1-Phenyl-3,3-dimethyltriazene",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44889,"2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione",estimated,14,5,4,0.35714285714285715,0.2857142857142857,1
21799,"N,N-Diethylcyclohexylamine",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47156,"2-(2-Butyl)-4,5-dimethyl-3-thiazoline",default,15,3,3,0.2,0.2,0
22009,Dihexylamine,default,15,4,4,0.26666666666666666,0.26666666666666666,0
20118,Azaserine,estimated,15,4,0,0.26666666666666666,0.0,4
44534,4-Acetylphenyl acetate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
21472,N-Nitroso-N-methylurethane,default,15,2,2,0.13333333333333333,0.13333333333333333,0
20703,Hydrazine sulfate,default,15,3,3,0.2,0.2,0
42210,N-Methylpyrrolidine,default,15,2,2,0.13333333333333333,0.13333333333333333,0
20441,"alpha-(2,5-Dichlorophenoxy)propionic acid",default,15,3,3,0.2,0.2,0
44782,"1-Amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",estimated,15,7,1,0.4666666666666667,0.06666666666666667,6
21822,"N,N-Diisopropylaminoethanol",default,15,1,1,0.06666666666666667,0.06666666666666667,0
38876,Phenyl 1-hydroxy-2-naphthoate,default,15,8,8,0.5333333333333333,0.5333333333333333,0
38798,"1,2-Diethoxybenzene",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44629,"4,4'-Diazene-1,2-diylbis(4-cyanopentanoic acid)",default,15,1,1,0.06666666666666667,0.06666666666666667,0
25977,Pyrazineethanethiol,default,15,6,6,0.4,0.4,0
20728,2-Hydroxyethylhydrazine,default,15,2,2,0.13333333333333333,0.13333333333333333,0
21081,C.I. Acid Orange 3,estimated,15,5,0,0.3333333333333333,0.0,5
20948,"5-(5-Nitro-2-furyl)-1,3,4-oxadiazole-2-ol",estimated,15,6,3,0.4,0.2,3
27759,"2-Amino-2,3-dimethylbutanenitrile",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44227,Pramipexole dihydrochloride monohydrate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44177,Nutmeg oil,estimated,15,5,2,0.3333333333333333,0.13333333333333333,3
44958,Trimethylsilyl silicate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
27806,Potassium anilinoacetate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47157,3-(2-Methyl-3-furylthio)-4-heptanone,estimated,15,4,1,0.26666666666666666,0.06666666666666667,3
44221,Indinavir sulfate,estimated,15,7,2,0.4666666666666667,0.13333333333333333,5
23244,"(2R,3R,4R,5S)-6-(Methylamino)hexane-1,2,3,4,5-pentol",estimated,15,2,0,0.13333333333333333,0.0,2
40720,"4-Amino-2,6-dichlorophenol",estimated,15,7,5,0.4666666666666667,0.3333333333333333,2
44892,Diphenyl phosphorochloridate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
21802,"1,1'-Bicyclohexyl",estimated,15,6,0,0.4,0.0,6
22138,trans-Hex-3-en-1-ol,default,15,3,3,0.2,0.2,0
27561,"Dimethyl 3,3'-thiodipropionate",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44661,2-(2H-Benzotriazol-2-yl)-6-(butan-2-yl)-4-tert-butylphenol,default,14,3,3,0.21428571428571427,0.21428571428571427,0
40289,6-Chloro-2-picolinic acid,estimated,15,4,0,0.26666666666666666,0.0,4
47642,Linalyl formate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
20252,Carbromal,default,15,3,3,0.2,0.2,0
21721,Strychnine hemisulphate salt,estimated,15,5,1,0.3333333333333333,0.06666666666666667,4
47614,Geranyl formate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
21189,Procarbazine,default,15,4,4,0.26666666666666666,0.26666666666666666,0
29232,Pentasodium nitrilotris(methylenephosphonate),estimated,14,1,0,0.07142857142857142,0.0,1
44800,Sodium dibutylcarbamodithioate,default,15,6,6,0.4,0.4,0
42498,Triphenylbismuth,estimated,15,10,6,0.6666666666666666,0.4,4
46998,Tributylphosphine,default,15,3,3,0.2,0.2,0
25670,4-Methylumbelliferone,default,15,5,5,0.3333333333333333,0.3333333333333333,0
44340,Florasulam,default,15,3,3,0.2,0.2,0
44664,Todralazine hydrochloride,default,15,3,3,0.2,0.2,0
41420,2-Furancarboxylic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44719,"Dipropyl 3,4,5,6-tetrachlorobenzene-1,2-dicarboxylate",default,15,6,6,0.4,0.4,0
44702,N-Benzyl-N-hydroxy-1-phenylmethanamine,default,15,3,3,0.2,0.2,0
45254,21-Hydroxyprogesterone,estimated,15,6,5,0.4,0.3333333333333333,1
21656,Phenylacetic acid,default,15,3,3,0.2,0.2,0
44798,Sodium diisobutyldithiophosphinate,estimated,15,7,3,0.4666666666666667,0.2,4
22912,Diatrizoate sodium,default,15,1,1,0.06666666666666667,0.06666666666666667,0
38824,"1,4-Dioxane-2,3-diol",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44621,"3,3'-(1,1,3,3-Tetramethyldisiloxane-1,3-diyl)dipropan-1-amine",default,15,3,3,0.2,0.2,0
44846,4-Chloro-3-nitrobenzaldehyde,estimated,15,6,2,0.4,0.13333333333333333,4
47891,Bisphenol E,estimated,15,7,2,0.4666666666666667,0.13333333333333333,5
38756,4-Fluorobenzaldehyde,default,15,2,2,0.13333333333333333,0.13333333333333333,0
20072,4-Biphenylamine hydrochloride,default,15,6,6,0.4,0.4,0
38855,1-Chloro-2-(chloromethyl)-3-fluorobenzene,default,15,4,4,0.26666666666666666,0.26666666666666666,0
21801,2-(N-Ethyl-m-toluidino)ethanol,default,15,3,3,0.2,0.2,0
40154,N-(3-Dimethylaminopropyl)methacrylamide,default,15,2,2,0.13333333333333333,0.13333333333333333,0
20829,2-Methoxy-2-phenylacetic acid,default,15,1,1,0.06666666666666667,0.06666666666666667,0
40326,8-Hydroxyquinoline citrate,estimated,15,8,5,0.5333333333333333,0.3333333333333333,3
44859,"5,5'-Oxybis(2-benzofuran-1,3-dione)",default,15,1,1,0.06666666666666667,0.06666666666666667,0
34792,Oxycarboxin,estimated,15,6,5,0.4,0.3333333333333333,1
28114,2-(Ethyl(3-methylphenyl)amino)acetonitrile,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44790,3-Methyl-N-phenylaniline,estimated,15,7,0,0.4666666666666667,0.0,7
44595,"1-(4-Chlorophenyl)-4,4-dimethylpent-1-en-3-one",default,15,5,5,0.3333333333333333,0.3333333333333333,0
22246,"1,4-Piperazinedipropanamine",default,15,4,4,0.26666666666666666,0.26666666666666666,0
44727,N-Cyclohexyl-N-methylcyclohexanamine,default,15,4,4,0.26666666666666666,0.26666666666666666,0
26557,"2,2'-(3-Chlorophenylimino)diethanol",default,15,3,3,0.2,0.2,0
47412,1-(4-Methoxyphenyl)-1-pentene-3-one,default,15,5,5,0.3333333333333333,0.3333333333333333,0
42349,Prothiofos,default,15,8,8,0.5333333333333333,0.5333333333333333,0
34833,Potassium 1-naphthaleneacetate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
32536,Cyphenothrin,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44980,3-{[3-(Dimethylamino)propyl]amino}propanenitrile,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47096,Piperazine dihydrochloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
43950,Tiron,default,14,1,1,0.07142857142857142,0.07142857142857142,0
35620,"(1S,5S)-4,6,6-Trimethylbicyclo[3.1.1]hept-3-en-2-one",default,14,1,1,0.07142857142857142,0.07142857142857142,0
38831,2-Methoxyethyl cyanoacetate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44772,Citronellyl formate,default,15,6,6,0.4,0.4,0
44858,5-Phenyl-1H-tetrazole,estimated,14,3,0,0.21428571428571427,0.0,3
44931,2-(tert-Butylamino)ethyl 2-methylprop-2-enoate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47428,(4-Methylphenoxy) acetic acid ethyl ester,default,14,3,3,0.21428571428571427,0.21428571428571427,0
42051,1-(o-Tolyl)biguanide,default,14,2,2,0.14285714285714285,0.14285714285714285,0
40295,Propamocarb,default,14,2,2,0.14285714285714285,0.14285714285714285,0
37748,"2,2,4,4,6,6-Hexamethylcyclotrisilazane",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44974,"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44559,Profluralin,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
37626,"4,4'-Dichlorobenzophenone",default,14,2,2,0.14285714285714285,0.14285714285714285,0
27084,Proxan-sodium,estimated,14,6,3,0.42857142857142855,0.21428571428571427,3
34382,Bioresmethrin,default,14,4,4,0.2857142857142857,0.2857142857142857,0
35286,(E)-11-Tetradecenyl acetate,default,14,5,5,0.35714285714285715,0.35714285714285715,0
35753,Ethyl 3-(N-butylacetamido)propionate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47155,L-Glutamic acid hydrochloride,default,14,2,2,0.14285714285714285,0.14285714285714285,0
40296,"2,3,6-Trichlorobenzoic acid",default,14,3,3,0.21428571428571427,0.21428571428571427,0
34729,Methyl 9-hydroxy-9H-fluorene-9-carboxylate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
35305,(E)-5-Decen-1-ol,default,14,6,6,0.42857142857142855,0.42857142857142855,0
41238,"1,3-Cyclohexanedimethanamine",default,15,1,1,0.06666666666666667,0.06666666666666667,0
32375,Diflufenzopyr-sodium,default,15,3,3,0.2,0.2,0
35592,(E)-4-Tridecen-l-yl acetate,default,14,5,5,0.35714285714285715,0.35714285714285715,0
44565,"3,3'-[Oxybis(ethane-2,1-diyloxy)]dipropan-1-amine",estimated,14,6,1,0.42857142857142855,0.07142857142857142,5
42468,"3,3-Dimethyl-1-(methylthio)butanone-O-(N-methylcarbamoyl)oxime",default,14,6,6,0.42857142857142855,0.42857142857142855,0
40686,(+)-(S)-Naproxen,default,14,1,1,0.07142857142857142,0.07142857142857142,0
35156,2-Phenylethyl propionate,estimated,15,5,1,0.3333333333333333,0.06666666666666667,4
44405,Aminoguanidine hydrochloride,default,14,4,4,0.2857142857142857,0.2857142857142857,0
32474,Siduron,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44408,2-Morpholinoethylamine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
35206,Diallyl disulfide,default,14,5,5,0.35714285714285715,0.35714285714285715,0
47896,Enzacamene,estimated,15,9,4,0.6,0.26666666666666666,5
61315,Benzothiazolone,default,2,1,1,0.5,0.5,0
274236,2-(Methylthio)benzothiazole,default,2,2,2,1.0,1.0,0
274235,DL-Goitrin,default,2,1,1,0.5,0.5,0
62153,Butyl salicylate,default,2,1,1,0.5,0.5,0
24467,2-Aminobenzothiazole,default,15,5,5,0.3333333333333333,0.3333333333333333,0
26126,"1,1,3,3-Tetramethyl-2-thiourea",default,2,1,1,0.5,0.5,0
41372,"2,5-Dichloro-3-nitrobenzoic acid",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44948,Methyl 5-chloro-2-nitrobenzoate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
46976,4-Methylumbelliferone hydrate,default,15,6,6,0.4,0.4,0
47084,2-Acetylpyrrole,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44356,N-Benzylethanolamine,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44320,Diethylamine hydrochloride,default,15,2,2,0.13333333333333333,0.13333333333333333,0
41575,Diglycolic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44763,Parbenate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44847,Tetraisopropyl methylenediphosphonate,default,15,3,3,0.2,0.2,0
44880,2-[2-(2-Propoxyethoxy)ethoxy]ethanol,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41321,"2,3-Butanediol",default,15,3,3,0.2,0.2,0
41692,Dimethyl acetylsuccinate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44318,Chloramine T hydrate (1:x),default,15,3,3,0.2,0.2,0
44509,"3,4,5,6-Tetrachloropyridine-2-carboxylic acid",default,15,6,6,0.4,0.4,0
41467,"3,4-Dichloro-5-isothiazolecarboxylic acid",default,15,4,4,0.26666666666666666,0.26666666666666666,0
41317,"2,3,5-Triiodobenzoic acid",default,15,4,4,0.26666666666666666,0.26666666666666666,0
41190,(4S)-4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44863,Ethyl 3-acetyl-4-oxopentanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41528,4-Pyridinecarbonitrile,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47236,(S)-Citronellene,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44929,1-(Methylsulfanyl)dodecane,default,15,3,3,0.2,0.2,0
41356,"2,4-DB-sodium",default,15,4,4,0.26666666666666666,0.26666666666666666,0
41256,"1,5-Pentanediol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44502,"2,2'-[Benzene-1,3-diylbis(oxy)]diethanol",default,15,4,4,0.26666666666666666,0.26666666666666666,0
44361,Hexanedihydrazide,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44999,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44678,Orphenadrine dihydrogen citrate,estimated,15,8,1,0.5333333333333333,0.06666666666666667,7
41518,4-Methoxybenzeneethanol,default,15,3,3,0.2,0.2,0
44911,Isooctyl 3-mercaptopropionate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44773,Ethylene glycol phenyl ether methacrylate,estimated,15,7,0,0.4666666666666667,0.0,7
41507,4-Chloro-2-methylanisole,default,15,3,3,0.2,0.2,0
44317,8-Hydroxyquinoline-5-sulfonic acid hydrate (1:x),default,15,4,4,0.26666666666666666,0.26666666666666666,0
40664,Crotamiton,default,15,3,3,0.2,0.2,0
41388,2-(Methacryloyloxy)ethyl acetoacetate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41423,N-Vinylcaprolactam,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41185,"(2,4-Dichlorophenyl)acetonitrile",default,15,3,3,0.2,0.2,0
44759,"1,1,3,3,5,5,7,7-Octamethyltetrasiloxane",default,15,4,4,0.26666666666666666,0.26666666666666666,0
41396,2-Butanethiol,default,15,1,1,0.06666666666666667,0.06666666666666667,0
37570,Methabenzthiazuron,default,15,7,7,0.4666666666666667,0.4666666666666667,0
44355,Dibenzylamine,default,15,4,4,0.26666666666666666,0.26666666666666666,0
41361,"2,4-Dichloro-6-nitroaniline",default,15,5,5,0.3333333333333333,0.3333333333333333,0
35163,"1,2,4-Trimethoxybenzene",default,15,2,2,0.13333333333333333,0.13333333333333333,0
41983,Fluoroglycofen-ethyl,estimated,15,8,2,0.5333333333333333,0.13333333333333333,6
41540,5-Nitroisophthalic acid,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47454,Diprogulic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
42365,"6-Ethoxy-2,2,4-trimethyl-1,2,3,4-tetrahydroquinoline",estimated,15,5,2,0.3333333333333333,0.13333333333333333,3
42143,Methyl 1-naphthaleneacetate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44315,"1,5-Naphthalenedisulfonic acid, disodium salt hydrate",default,15,1,1,0.06666666666666667,0.06666666666666667,0
37596,Simetryn,default,15,3,3,0.2,0.2,0
41460,3-(Trifluoromethyl)benzoic acid,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47469,"N,N,N',N'-Tetramethyltrimethylenediamine",default,15,2,2,0.13333333333333333,0.13333333333333333,0
42263,Pentachlorothioanisole,estimated,15,6,4,0.4,0.26666666666666666,2
47056,"N,N-Didodecyl-1-dodecanamine",default,15,2,2,0.13333333333333333,0.13333333333333333,0
25609,Methyl formate,default,15,3,3,0.2,0.2,0
41615,Aziprotryne,estimated,15,4,1,0.26666666666666666,0.06666666666666667,3
41844,Glucurolactone,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41441,(2-Methylphenoxy)acetic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
41362,"2,4-Dichlorobenzyl alcohol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
41699,Buturon,estimated,15,5,1,0.3333333333333333,0.06666666666666667,4
42574,Sulpiride,estimated,14,4,0,0.2857142857142857,0.0,4
44900,Tricyclodecanedimethanol,estimated,14,5,0,0.35714285714285715,0.0,5
20341,Codeine,default,14,2,2,0.14285714285714285,0.14285714285714285,0
37272,Tacrine,estimated,14,6,3,0.42857142857142855,0.21428571428571427,3
46994,Ethyl 3-ethoxy-3-iminopropionate hydrochloride,estimated,14,3,0,0.21428571428571427,0.0,3
20099,Sodium aristolochate-I,estimated,14,9,4,0.6428571428571429,0.2857142857142857,5
23590,Sparfloxacin,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47711,"Oils, bran",default,14,6,6,0.42857142857142855,0.42857142857142855,0
23954,Technical chlordane,estimated,14,11,5,0.7857142857142857,0.35714285714285715,6
29317,"1,1,5-Trimethyl-6-heptenol",default,14,2,2,0.14285714285714285,0.14285714285714285,0
25264,Cinoxate,default,13,3,3,0.23076923076923078,0.23076923076923078,0
25811,(Z)-9-Octadecenoic acid methyl ester,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47176,4-Phenyl-1-cyclohexene,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44378,2-Ethylhexyl cyanoacetate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44837,2-Piperidineethanol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41209,beta-Terpineol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44591,"2-Butyl-1H-isoindole-1,3(2H)-dione",estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
24515,Ammonium perchlorate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
40279,Leptophos,estimated,14,8,4,0.5714285714285714,0.2857142857142857,4
37478,"2,7,8,9-Tricyclazole",default,14,6,6,0.42857142857142855,0.42857142857142855,0
44508,Barium chloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
34672,Iodine,estimated,14,7,2,0.5,0.14285714285714285,5
29668,Ammonium nitrate,estimated,14,5,0,0.35714285714285715,0.0,5
34836,Potassium iodide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47662,Iprovalicarb,default,14,3,3,0.21428571428571427,0.21428571428571427,0
47003,Potassium perchlorate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
40727,Flutriafol,default,14,3,3,0.21428571428571427,0.21428571428571427,0
41997,Furazolidone,estimated,14,6,4,0.42857142857142855,0.2857142857142857,2
20548,Dodecylguanidine acetate,estimated,14,5,0,0.35714285714285715,0.0,5
40266,Thanite,default,8,1,1,0.125,0.125,0
45081,8-Quinolinol salicylic acid (1:1),estimated,14,4,1,0.2857142857142857,0.07142857142857142,3
25513,Malachite green oxalate,estimated,14,13,7,0.9285714285714286,0.5,6
45082,Cinchonine,default,8,1,1,0.125,0.125,0
45083,Aminoquinuride dihydrochloride,estimated,14,9,1,0.6428571428571429,0.07142857142857142,8
40461,Dimercaprol,estimated,8,5,0,0.625,0.0,5
45084,"(2R,3R)-2,3-Dimercaptosuccinic acid",default,14,4,4,0.2857142857142857,0.2857142857142857,0
45085,Trifluoperazine dihydrochloride,estimated,14,11,5,0.7857142857142857,0.35714285714285715,6
45086,Estradiol phosphate,default,8,3,3,0.375,0.375,0
40130,Yohimbine,default,14,5,5,0.35714285714285715,0.35714285714285715,0
45088,Pyridoxamine dihydrochloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
45090,Pridinol,default,14,5,5,0.35714285714285715,0.35714285714285715,0
