chid,casn,chnm,n_tested,n_active,n_selective,n_biofamilies_active,n_biofamilies_selective,family_loss
21338,15318-45-3,Thiamphenicol,526,12,12,3,3,0
45413,14984-68-0,Cloperastine hydrochloride,263,34,8,8,4,4
47785,14976-57-9,Clemastine fumarate,263,72,4,11,2,9
45380,3759-92-0,Furaltadone hydrochloride,263,9,9,4,4,0
47784,3717-88-2,Flavoxate hydrochloride,263,8,8,4,4,0
47783,3598-37-6,Acetopromazine maleate,263,16,2,5,2,3
22835,3485-62-9,Clidinium bromide,263,1,1,1,1,0
45377,3416-26-0,Lidoflazine,263,82,3,9,3,6
48902,106133-22-6,1-Benzylpiperazine difumarate,263,1,1,1,1,0
48901,1934-71-0,1-Phenylcyclohexylamine hydrochloride,263,17,0,5,0,5
48900,2426-63-3,"5-Methoxy-N,N-diisopropyltryptamine hydrochloride",263,13,6,7,5,2
48928,60561-17-3,Sufentanil citrate,263,34,6,6,4,2
48927,69049-06-5,Alfentanil hydrochloride,263,4,4,2,2,0
48924,124819-25-6,(-)-Pentazocine succinate,263,22,1,7,1,6
48912,125-79-1,"4-Dimethylamino-2,2-diphenylvaleronitrile",263,22,1,7,1,6
48868,26194-77-4,(S)-(+)-N-Ethylamphetamine hydrochloride,263,1,1,1,1,0
48891,74341-83-6,"N-Hydroxy-3,4-methylenedioxyamphetamine hydrochloride",263,6,6,2,2,0
48886,24973-25-9,"2,5-Dimethoxyamphetamine hydrochloride",263,1,1,1,1,0
48884,50505-88-9,"R-(-)-2,5-Dimethoxy-4-methylamphetamine hydrochloride",263,12,2,5,2,3
20081,57-43-2,Amobarbital,263,0,0,0,0,0
23697,10310-32-4,Tribenoside,263,47,3,8,2,6
23516,6620-60-6,Proglumide,263,0,0,0,0,0
21093,6452-73-9,Oxprenolol hydrochloride,263,4,4,3,3,0
45394,6064-83-1,Salicylic acid dihydrogen phosphate,263,1,1,1,1,0
45393,5987-82-6,Benoxinate hydrochloride,263,14,5,4,2,2
45392,5985-00-2,Hydrocotarnine hydrobromide,263,3,3,1,1,0
45391,5874-97-5,Orciprenaline sulfate,263,5,5,2,2,0
45390,5870-29-1,Cyclopentolate hydrochloride,263,1,1,1,1,0
45389,5728-52-9,Felbinac,263,3,3,3,3,0
41070,24280-93-1,Mycophenolic acid,263,51,6,5,2,3
45444,23964-57-0,Articaine hydrochloride,263,1,1,1,1,0
45441,23327-57-3,Nefopam hydrochloride,263,2,2,2,2,0
45440,23288-49-5,Probucol,263,0,0,0,0,0
45412,14919-77-8,Benserazide hydrochloride,263,9,9,4,4,0
45410,14255-87-9,Parbendazole,263,40,0,7,0,7
45409,13710-19-5,Tolfenamic acid,263,38,1,7,1,6
45407,13171-25-0,Trimetazidine dihydrochloride,263,3,3,2,2,0
45405,10592-13-9,Doxycycline hydrochloride,263,13,13,4,4,0
22690,10457-90-6,Bromperidol,263,33,6,6,3,3
48872,3616-78-2,(-)-Fenfluramine hydrochloride,263,7,7,3,3,0
48871,3239-45-0,Dexfenfluramine hydrochloride,263,7,7,4,4,0
48915,3372-02-9,N-Normorphine hydrochloride,263,9,9,4,4,0
48914,6211-15-0,Morphine sulfate pentahydrate,263,5,5,3,3,0
48933,5156-58-1,Benzyl fentanyl hydrochloride,263,12,1,4,1,3
48930,78995-18-3,(±)-cis-3-Methyl fentanyl hydrochloride,263,48,9,5,4,1
48929,90736-23-5,para-Fluorofentanyl,263,13,2,4,2,2
48922,64-52-8,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,263,29,5,5,3,2
48921,4968-48-3,1-Methyl-4-phenyl-4-propionoxypiperidine hydrochloride,263,1,1,1,1,0
20771,22071-15-4,Ketoprofen,526,5,5,2,2,0
45429,21736-83-4,Spectinomycin dihydrochloride,263,2,2,1,1,0
23095,21187-98-4,Gliclazide,263,0,0,0,0,0
45425,35898-87-4,Dilazep,263,43,2,8,1,7
45424,19562-30-2,Piromidic acid,263,3,3,1,1,0
23676,19387-91-8,Tinidazole,263,2,2,2,2,0
45422,18694-40-1,Epirizole,263,13,13,5,5,0
45420,16773-42-5,Ornidazole,263,0,0,0,0,0
45419,1944-12-3,Fenoterol hydrobromide,263,8,8,4,4,0
20615,41340-25-4,Etodolac,526,5,5,2,2,0
45469,40828-46-4,Suprofen,263,6,6,5,5,0
45466,37661-08-8,Bacampicillin hydrochloride,263,2,2,1,1,0
23043,36330-85-5,Fenbufen,263,4,4,4,4,0
45435,22881-35-2,Famprofazone,263,26,2,7,2,5
45434,22668-01-5,Etandazole,263,0,0,0,0,0
22932,22494-42-4,Diflunisal,263,16,16,7,7,0
45433,22457-89-2,Benfotiamine,263,4,4,2,2,0
48938,79278-88-9,Thiofentanyl hydrochloride,263,17,2,4,2,2
48937,117332-93-1,Thenylfentanyl hydrochloride,263,20,2,5,2,3
48936,131690-45-4,(±)-cis-3-Methyl thiofentanyl hydrochloride,263,45,8,7,4,3
48935,117332-94-2,alpha-Methyl thiofentanyl hydrochloride,263,28,7,6,5,1
48934,1473-95-6,beta-Hydroxy fentanyl hydrochloride,263,11,1,4,1,3
48890,60676-84-8,"5-Methoxy-3,4-methylenedioxyamphetamine hydrochloride",263,2,2,1,1,0
48888,50505-91-4,"(+)-2,5-Dimethoxy-4-ethylamphetamine hydrochloride",263,17,2,3,1,2
48880,5688-80-2,"3,4,5-Trimethoxyamphetamine hydrochloride",263,3,3,2,2,0
48879,832-92-8,Mescaline hydrochloride,263,3,3,2,2,0
48870,29493-77-4,(+/-)-cis-4-Methylaminorex,263,3,3,3,3,0
48866,72739-14-1,(-)- (S)-Cathinone hydrochloride,341,4,4,2,2,0
46925,6577-41-9,Oxapium iodide,263,16,5,5,2,3
23033,33125-97-2,Etomidate,263,6,6,2,2,0
23665,33005-95-7,Tiaprofenic acid,263,11,11,3,3,0
45452,64872-77-1,Butoconazole nitrate,263,75,13,9,6,3
47786,29560-58-5,Moricizine hydrochloride,263,11,11,4,4,0
44561,31677-93-7,Bupropion hydrochloride,526,11,11,4,4,0
40682,31431-39-7,Mebendazole,263,45,6,9,2,7
45448,30544-47-9,Etofenamate,263,22,0,5,0,5
20777,27912-14-7,Levobunolol hydrochloride,263,2,2,2,2,0
45447,27523-40-6,Isoconazole,263,89,9,9,4,5
23674,26839-75-8,(S)-Timolol,263,2,2,2,2,0
45472,42924-53-8,Nabumetone,263,16,16,5,5,0
23342,42200-33-9,Nadolol,263,0,0,0,0,0
45493,63074-08-8,Terazosin hydrochloride,263,7,7,4,4,0
45492,63245-28-3,Etifenin,263,0,0,0,0,0
44124,61413-54-5,4-(3-Cyclopentyloxy-4-methoxyphenyl)-2-pyrrolidone,263,2,2,2,2,0
45464,36167-63-2,Halofantrine hydrochloride,263,36,3,6,2,4
45462,34552-84-6,Isoxicam,263,3,3,3,3,0
45461,34381-68-5,Acebutolol hydrochloride,263,2,2,1,1,0
45459,33817-20-8,Pivampicillin,263,6,6,5,5,0
23096,33342-05-1,Gliquidone,263,12,12,5,5,0
48920,55096-75-8,L-αlpha-Noracetylmethadol hydrochloride,263,85,7,10,5,5
48918,2922-44-3,Dextromoramide tartrate,263,20,3,3,2,1
48916,53757-34-9,(-)-alpha-Methadol hydrochloride,263,13,2,3,1,2
48910,133005-40-0,(+)-Metazocine fumarate (2:1),263,9,9,3,3,0
23690,56211-40-6,Torsemide,263,3,3,2,2,0
23488,55837-27-9,Piretanide,263,3,3,2,2,0
22640,78110-38-0,Aztreonam,263,1,1,1,1,0
23143,64221-86-9,Imipenem,263,1,1,1,1,0
22984,74011-58-8,Enoxacin,263,0,0,0,0,0
21080,73590-58-6,Omeprazole,526,84,17,7,4,3
23163,73334-07-3,Iopromide,263,0,0,0,0,0
45480,53797-35-6,Ribostamycin sulfate,263,1,1,1,1,0
23479,51940-44-4,Pipemidic acid,263,0,0,0,0,0
45478,51781-21-6,Carteolol hydrochloride,263,0,0,0,0,0
22749,50370-12-2,Cefadroxil,263,1,1,1,1,0
45474,49697-38-3,Rimexolone,263,23,9,6,4,2
40672,43210-67-9,Fenbendazole,541,85,29,9,4,5
46922,35189-28-7,Norgestimate,263,93,27,9,7,2
46914,110221-44-8,Temocapril hydrochloride,263,1,1,1,1,0
46912,89396-94-1,Imidapril hydrochloride,263,0,0,0,0,0
46911,87233-62-3,Emedastine difumarate,263,2,2,2,2,0
46910,27589-33-9,Azosemide,263,9,9,5,5,0
23551,87333-19-5,Ramipril,263,0,0,0,0,0
45519,85798-08-9,Quinpirole hydrochloride,263,3,3,2,2,0
47787,84370-95-6,Clebopride maleate,263,14,3,5,2,3
45490,61318-91-0,Sulconazole nitrate,263,84,8,10,3,7
45488,60200-06-8,Clorsulon,341,1,1,1,1,0
23158,60166-93-0,Iopamidol,263,3,3,2,2,0
45486,59804-37-4,Tenoxicam,263,6,6,4,4,0
45485,59263-76-2,Meptazinol hydrochloride,263,4,4,2,2,0
45484,56391-57-2,Netilmicin sulfate,263,1,1,1,1,0
45513,81110-73-8,Racecadotril,263,6,6,2,2,0
22825,81098-60-4,Cisapride,263,30,9,6,3,3
45511,80474-14-2,Fluticasone propionate,263,15,15,6,6,0
45508,79547-78-7,Levocabastine hydrochloride,263,1,1,1,1,0
45506,78712-43-3,Ozagrel hydrochloride,263,2,2,1,1,0
45533,3200-06-4,Nafronyl oxalate,263,13,2,6,1,5
45531,138890-62-7,Brinzolamide,263,0,0,0,0,0
45530,130693-82-2,Dorzolamide hydrochloride,263,1,1,1,1,0
45527,98079-52-8,Lomefloxacin hydrochloride,341,4,4,2,2,0
45500,73231-34-2,Florfenicol,263,6,6,3,3,0
37680,70458-96-7,Norfloxacin,341,0,0,0,0,0
45497,65513-72-6,Glafenine hydrochloride,263,38,8,7,3,4
45496,65473-14-5,Naftifine hydrochloride,263,39,4,6,3,3
47788,93107-08-5,Ciprofloxacin hydrochloride,263,1,1,1,1,0
45523,92339-11-2,Iodixanol,263,0,0,0,0,0
45522,89796-99-6,Aceclofenac,263,8,8,5,5,0
45521,87771-40-2,Ioversol,263,0,0,0,0,0
46903,804-36-4,Nitrovin,263,154,25,11,5,6
47856,1235-82-1,Biperiden hydrochloride,341,19,3,4,2,2
46896,18917-95-8,"Magnesium, bis(salicylato)-, tetrahydrate",263,2,2,1,1,0
45547,137-88-2,Amprolium hydrochloride,263,1,1,1,1,0
45543,52-88-0,Methylatropine nitrate,263,3,3,2,2,0
45540,71395-14-7,Tocainide hydrochloride,263,14,0,3,0,3
45538,66309-69-1,Cefotiam dihydrochloride,263,1,1,1,1,0
47789,138-92-1,Betazole hydrochloride,263,0,0,0,0,0
41085,82419-36-1,Ofloxacin,263,0,0,0,0,0
45515,81732-46-9,Bambuterol hydrochloride,263,3,3,3,3,0
45514,81403-68-1,Alfuzosin hydrochloride,263,21,0,6,0,6
48582,147816-23-7,Flomox,526,5,5,1,1,0
48581,220620-09-7,Tigecycline,263,3,3,2,2,0
48580,361442-04-8,Saxagliptin,263,1,1,1,1,0
48576,74258-86-9,Alacepril,263,0,0,0,0,0
46888,16506-27-7,Bendamustine,263,16,16,5,5,0
46887,55870-64-9,Pentisomicin,263,2,2,2,2,0
20809,19767-45-4,Sodium 2-mercaptoethanesulfonate,526,2,2,1,1,0
46882,443-79-8,DL-Isoleucine,263,0,0,0,0,0
21958,118-61-6,Ethyl salicylate,341,0,0,0,0,0
45560,4330-99-8,Trimeprazine tartrate,263,47,6,9,5,4
45558,2347-80-0,Thioproperazine dimethanesulfonate,263,67,4,10,4,6
45526,96036-03-2,Meropenem,448,1,1,1,1,0
22629,95233-18-4,Atovaquone,263,42,16,5,5,0
40675,93479-97-1,Glimepiride,263,5,5,3,3,0
45534,3385-03-3,Flunisolide,263,10,10,5,5,0
46892,752-56-7,Riboflavin tetrabutyrate,263,65,2,11,2,9
46891,78266-06-5,Mebrofenin,263,0,0,0,0,0
21397,112665-43-7,"(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic acid",263,12,0,5,0,5
46890,67-16-3,Thiamine disulfide,263,2,2,2,2,0
37246,1115-70-4,Metformin hydrochloride,263,6,6,4,4,0
45348,1104-22-9,Meclozine dihydrochloride,263,24,5,7,3,4
45347,1094-08-2,Ethopropazine hydrochloride,263,13,13,7,7,0
45346,1084-65-7,Meticrane,263,2,2,1,1,0
45345,1070-11-7,Ethambutol dihydrochloride,263,0,0,0,0,0
47779,985-13-7,Ethaverine hydrochloride,263,49,4,8,4,4
45343,965-52-6,Nifuroxazide,263,66,12,7,5,2
45321,532-76-3,Hexylcaine hydrochloride,263,1,1,1,1,0
45320,532-59-2,Amylocaine hydrochloride,263,1,1,1,1,0
45556,1949-20-8,Oxalamine citrate,263,4,4,3,3,0
45555,1642-54-2,Diethylcarbamazine citrate,263,10,10,5,5,0
23386,1476-53-5,Novobiocin sodium,263,2,2,2,2,0
45551,642-78-4,Cloxacillin sodium,263,1,1,1,1,0
37649,138-14-7,Deferoxamine mesylate,263,6,6,4,4,0
45007,98-72-6,Nitarsone,526,5,5,2,2,0
22944,7601-55-0,Metocurine iodide,263,3,3,1,1,0
45574,24356-60-3,Cephapirin sodium,263,3,3,1,1,0
45572,7421-40-1,Carbenoxolone sodium,263,5,5,5,5,0
45570,7177-50-6,Nafcillin sodium monohydrate,263,4,4,4,4,0
45567,6385-02-0,"Sodium 2-((2,6-dichloro-3-methylphenyl)amino)benzoate",263,27,27,6,6,0
45565,6151-30-0,Quinacrine dihydrochloride dihydrate,263,113,5,11,3,8
20543,68-89-3,Dipyrone,526,5,5,3,3,0
45536,3737-09-5,Disopyramide,263,5,5,4,4,0
45597,74103-07-4,Ketorolac tromethamine,341,6,6,5,5,0
45595,64953-12-4,Moxalactam disodium,263,0,0,0,0,0
45562,5560-59-8,Alverine citrate,263,19,5,6,3,3
46864,62288-83-9,Desmopressin acetate,263,1,1,1,1,0
46861,143322-58-1,Eletriptan,263,12,12,6,6,0
46851,18507-89-6,Decoquinate,263,0,0,0,0,0
46850,57470-78-7,Celiprolol hydrochloride,263,1,1,1,1,0
46847,54556-98-8,Propiverine hydrochloride,263,41,4,7,2,5
46842,121032-29-9,Nelarabine,263,7,0,3,0,3
45590,56796-39-5,Cefmetazole sodium,263,1,1,1,1,0
37248,56392-17-7,Metoprolol tartrate,341,1,1,1,1,0
45588,54856-23-4,Betahistine mesylate,263,0,0,0,0,0
45587,71720-56-4,Fenoprofen calcium salt dihydrate,263,3,3,3,3,0
45583,41621-49-2,Ciclopirox olamine,263,64,9,8,2,6
45580,33402-03-8,Metaraminol bitartrate,263,1,1,1,1,0
45611,29617-43-4,"(1S,9R)-beta-Hydrastine",263,16,0,4,0,4
40236,501-30-4,Kojic acid,341,0,0,0,0,0
45607,27848-84-6,Nicergoline,263,27,6,6,3,3
45578,207801-27-2,Yohimbic acid monohydrate,263,1,1,1,1,0
45576,26159-34-2,Naproxen sodium,263,2,2,1,1,0
45575,26155-31-7,Morantel tartrate,263,6,6,3,3,0
46831,676-46-0,Disodium 2-hydroxybutanedioate,263,4,4,3,3,0
46828,1198-77-2,Monosodium urate,263,0,0,0,0,0
46821,3238-60-6,dl-Coniine,263,1,1,1,1,0
46820,6114-21-2,"Ethyl 9,12-octadecadienoic acid (9E,12E)",263,18,0,6,0,6
46817,145858-50-0,Liarozole hydrochloride,263,16,16,5,5,0
21424,66-22-8,Uracil,526,0,0,0,0,0
45600,83915-83-7,Lisinopril dihydrate,263,0,0,0,0,0
45598,77883-43-3,Doxazosin mesylate,263,23,0,5,0,5
45619,93106-60-6,Enrofloxacin,263,0,0,0,0,0
45618,72599-27-0,Miglustat,263,1,1,1,1,0
45594,64490-92-2,Tolmetin sodium dihydrate,263,14,5,6,4,2
45591,56974-61-9,Gabexate mesilate,263,4,4,3,3,0
46813,25875-51-8,Robenidine,263,86,4,8,3,5
46810,152946-68-4,Nolatrexed dihydrochloride,263,38,9,5,4,1
46804,77469-98-8,Pimobendan hydrochloride,263,45,3,7,3,4
46803,56741-95-8,Bropirimine,263,1,1,1,1,0
46799,103766-25-2,Gimeracil,263,0,0,0,0,0
40583,66104-23-2,Pergolide methanesulfonate,263,7,7,4,4,0
46772,99755-59-6,Rotigotine,263,40,3,10,2,8
45633,57524-89-7,Hydrocortisone valerate,263,15,15,4,4,0
45632,50-10-2,Oxyphenonium bromide,263,4,4,2,2,0
23283,57432-61-8,Methergine,263,4,4,2,2,0
42584,17692-51-2,"(+)-N-(Carboxy)-1-methyl-9,10-dihydrolysergamine benzyl ester",263,41,5,8,4,4
20557,476-66-4,Ellagic acid,263,2,2,2,2,0
46798,54240-36-7,Mabuterol hydrochloride,263,13,3,3,1,2
23672,35035-05-3,Timepidium bromide,263,9,9,4,4,0
46792,364782-34-3,Cinacalcet hydrochloride,263,151,7,11,3,8
45003,94055-76-2,Suplatast tosylate,263,1,1,1,1,0
47849,122111-03-9,"2'-Deoxy-2',2'-difluorocytidine monohydrochloride",263,30,19,4,4,0
40705,132-60-5,Cinchophen,526,9,9,4,4,0
45623,42835-25-6,Flumequine,263,0,0,0,0,0
44002,54739-18-3,Fluvoxamine,263,38,5,8,1,7
23188,74050-98-9,Ketanserin,263,12,1,5,1,4
40948,1716-12-7,Sodium 4-phenylbutyrate,263,2,2,2,2,0
45616,52468-60-7,Flunarizine,263,61,4,7,3,4
45615,105628-07-7,Fasudil hydrochloride,263,21,2,5,1,4
23426,70-70-2,Paroxypropione,263,2,2,2,2,0
45614,511-12-6,Dihydroergotamine,263,36,4,7,2,5
46786,171596-29-5,Tadalafil,263,8,8,4,4,0
22892,136817-59-9,Delavirdine,263,11,11,4,4,0
46780,133099-07-7,Darifenacin hydrobromide,263,27,1,5,1,4
47848,161735-79-1,Rasagiline mesylate,263,2,2,1,1,0
23180,84625-61-6,Itraconazole,263,39,7,6,4,2
46770,57653-26-6,"N-(3-Chlorophenyl)-N'-(4,5-dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)urea",341,9,9,4,4,0
46768,2217-44-9,Iodophthalein sodium,263,33,0,7,0,7
46767,90162-60-0,Isbufylline,263,1,1,1,1,0
47846,59467-96-8,Midazolam hydrochloride,263,19,19,6,6,0
22576,23930-19-0,Alphaxalone,263,10,10,3,3,0
45631,60628-96-8,Bifonazole,263,79,15,9,5,4
23021,452-35-7,Ethoxzolamide,263,10,10,4,4,0
45625,20559-55-1,Oxibendazole,263,30,0,7,0,7
45624,17692-31-8,Dropropizine,263,1,1,1,1,0
45307,356-12-7,Fluocinonide,263,15,11,5,5,0
23347,55096-26-9,Nalmefene,263,2,2,2,2,0
22982,75847-73-3,Enalapril,263,0,0,0,0,0
22980,483-18-1,Emetine,263,81,21,8,4,4
22940,42399-41-7,(+)-Diltiazem,263,24,1,5,1,4
22883,20830-81-3,Daunorubicin,263,114,46,10,6,4
23307,361-37-5,Methysergide,263,13,13,5,5,0
47790,1176-08-5,Phenyltoloxamine citrate,263,17,3,6,2,4
45640,14007-64-8,Butetamate,263,3,3,2,2,0
45638,54767-75-8,Suloctidil,263,151,6,10,3,7
45636,13739-02-1,Diacerein,263,16,0,4,0,4
45635,848-53-3,Homochlorcyclizine,263,77,4,9,3,6
20274,302-22-7,Chlormadinone acetate,526,97,30,10,6,4
22748,53994-73-3,Cefaclor,263,0,0,0,0,0
22635,2169-64-4,6-Azaribine,263,38,6,6,3,3
20021,616-91-1,N-Acetyl-L-cysteine,526,5,5,4,4,0
23853,62476-59-9,Acifluorfen sodium,526,5,5,2,2,0
48941,230615-23-3,Varenicline dihydrochloride,263,5,5,2,2,0
48932,1443-44-3,alpha-Methylfentanyl hydrochloride,263,5,5,2,2,0
48905,53152-21-9,Buprenorphine hydrochloride,263,150,7,11,5,6
23568,751-97-3,Rolitetracycline,263,1,1,1,1,0
22868,742-20-1,Cyclopenthiazide,263,5,5,3,3,0
26064,723-46-6,Sulfamethoxazole,526,1,1,1,1,0
22975,479-18-5,Dyphylline,263,0,0,0,0,0
45310,467-55-0,(+)-Hecogenin,263,0,0,0,0,0
23532,466-06-8,Proscillaridin,263,77,0,8,0,8
45663,90293-01-9,Bifemelane,263,59,7,11,4,7
45662,156727-74-1,"4-[(R)-[(2S,5R)-2,5-Dimethyl-4-(2-propen-1-yl)-1-piperazinyl](3-methoxyphenyl)methyl]-N,N-diethylbenzamide",263,24,3,6,2,4
22558,58-61-7,Adenosine,263,3,3,2,2,0
45647,382-67-2,Desoximetasone,263,19,19,6,6,0
21162,92-13-7,Pilocarpine,263,1,1,1,1,0
46756,638-94-8,Desonide,263,12,12,5,5,0
46755,72496-41-4,Pirarubicin,263,107,22,11,5,6
23497,52549-17-4,Pranoprofen,263,1,1,1,1,0
47844,56839-43-1,Eperisone hydrochloride,263,13,13,6,6,0
44000,20229-30-5,Metitepine,263,89,6,10,4,6
45656,23210-56-2,Ifenprodil,263,10,10,4,4,0
42579,510-74-7,AMI-193,263,59,13,10,7,3
46739,103878-83-7,Lazabemide hydrochloride,263,2,2,1,1,0
46738,136381-85-6,Lintitript,263,25,25,7,7,0
45655,51411-04-2,Alrestatin,263,3,3,3,3,0
45654,70788-28-2,Flurofamide,263,4,4,3,3,0
45653,1166-34-3,Cinanserin,263,21,1,4,1,3
22734,77-23-6,Carbetapentane,263,18,5,4,2,2
45652,54239-37-1,Cimaterol,263,4,4,2,2,0
45651,123040-69-7,Azasetron,263,9,9,6,6,0
40526,487-79-6,Kainic acid,263,12,12,3,3,0
45649,338-69-2,D-Alanine,263,2,2,2,2,0
45648,38090-53-8,(E)-4-amino-2-butenoic acid,263,3,3,2,2,0
42583,23672-07-3,N-{[(2S)-1-Ethylpyrrolidin-2-yl]methyl}-2-methoxy-5-sulfamoylbenzamide,263,1,1,1,1,0
45666,5051-62-7,Guanabenz,263,30,0,5,0,5
22842,533-45-9,Clomethiazole,263,0,0,0,0,0
21179,6673-35-4,Practolol,263,8,0,5,0,5
21193,54-80-8,Pronethalol,263,7,7,3,3,0
45668,80125-14-0,Remoxipride,263,2,2,1,1,0
45690,98769-84-7,Reboxetine mesylate,263,11,2,3,1,2
45688,95847-70-4,Ipsapirone,263,4,4,3,3,0
45687,84225-95-6,Raclopride,263,3,3,2,2,0
45661,98774-23-3,Tesmilifene,263,33,5,8,3,5
45660,207572-66-5,Pirlindole mesylate,263,14,1,4,1,3
45659,98330-05-3,Anpirtoline,263,2,2,2,2,0
40540,50903-99-6,L-Nitroarginine methyl ester,263,0,0,0,0,0
23718,486-12-4,Triprolidine,263,9,9,7,7,0
46748,121288-39-9,Loxoribine,263,1,1,1,1,0
44267,82586-52-5,Moexipril hydrochloride,263,4,4,3,3,0
22719,81409-90-7,Cabergoline,263,12,2,4,1,3
46744,71119-11-4,Bucindolol,263,30,2,5,2,3
46743,127625-29-0,Fananserin,263,25,25,6,6,0
46742,41575-94-4,Carboplatin,263,8,8,5,5,0
23298,3575-80-2,Methylperone,263,5,5,3,3,0
45700,668-94-0,"4,5-Diphenylimidazole",263,22,22,5,5,0
45698,29876-14-0,Nicotredole,263,10,10,3,3,0
21096,102-77-2,N-Oxydiethylene-2-benzothiazylsulfenamide,263,12,12,5,5,0
45697,2901-75-9,Afalanine,263,0,0,0,0,0
45695,21434-91-3,Capobenic acid,263,0,0,0,0,0
45677,94535-50-9,Levcromakalim,341,0,0,0,0,0
42602,162408-66-4,GR 103691,263,17,0,5,0,5
45674,102394-31-0,AF-DX 116,263,3,3,2,2,0
45673,72332-33-3,Procaterol,263,6,6,3,3,0
45670,160415-07-6,SCH 50911,263,0,0,0,0,0
45669,58493-49-5,(Z)-N-[(4-Hydroxy-3-methoxyphenyl)methyl]octadec-9-enamide,263,44,7,7,2,5
45710,27511-99-5,Eterobarb,263,3,3,2,2,0
45709,106017-08-7,Rufloxacin hydrochloride,263,5,5,3,3,0
42592,1135280-78-2,Altanserin hydrochloride,263,50,8,9,3,6
45686,99617-34-2,Zacopride hydrochloride,263,3,3,2,2,0
45685,72420-38-3,Acifran,263,0,0,0,0,0
45683,111686-79-4,Remacemide hydrochloride,263,8,8,4,4,0
43895,112192-04-8,Roxindole,263,30,7,7,5,2
45682,85371-64-8,Pinacidil monohydrate,263,5,5,2,2,0
48161,75859-03-9,Rimcazole dihydrochloride,263,89,5,11,4,7
45680,84088-42-6,Roquinimex,263,1,1,1,1,0
45702,1027-14-1,Trimecaine monohydrochloride,263,2,2,2,2,0
45701,147059-75-4,Trovafloxacin mesylate,263,39,1,5,1,4
46715,54-96-6,"3,4-Diaminopyridine",263,1,1,1,1,0
46714,79660-72-3,Fleroxacin,263,0,0,0,0,0
20804,148-82-3,Melphalan,526,95,16,9,3,6
32005,65646-68-6,4-Hydroxyphenyl retinamide,526,259,29,13,5,8
40554,71320-77-9,Moclobemide,341,6,6,3,3,0
45692,65141-46-0,Nicorandil,263,1,1,1,1,0
22614,58-00-4,Apomorphine,263,73,4,8,3,5
46734,118499-70-0,Ipidacrine hydrochloride hydrate,263,6,6,2,2,0
46727,201677-61-4,Sivelestat sodium tetrahydrate,263,5,5,4,4,0
46726,33237-74-0,Aprindine hydrochloride,263,73,11,9,6,3
46725,58579-51-4,Anagrelide hydrochloride,341,7,7,4,4,0
46724,90494-79-4,Xaliproden hydrochloride,263,14,14,7,7,0
46721,3735-85-1,Mefeserpine,263,15,15,5,5,0
47842,115964-29-9,Tosufloxacin toluenesulfonic acid,263,18,18,4,4,0
46697,127045-41-4,Pazufloxacin,263,0,0,0,0,0
24392,556-08-1,Acedoben,526,1,1,1,1,0
32627,40596-69-8,Methoprene,526,17,17,5,5,0
33757,55981-09-4,Nitazoxanide,526,182,30,10,8,2
20358,7585-39-9,beta-Cyclodextrin,526,8,0,4,0,4
45707,35944-74-2,Metomidate hydrochloride,263,4,4,1,1,0
45705,54188-38-4,Metralindole,263,5,5,3,3,0
41047,99011-02-6,Imiquimod,263,12,1,4,1,3
45704,112811-59-3,Gatifloxacin,263,1,1,1,1,0
31797,129618-40-2,Nevirapine,526,6,6,3,3,0
44768,10381-75-6,8-Bromotheophylline,263,3,3,2,2,0
20238,59721-29-8,Camostat mesylate,263,1,1,1,1,0
46691,118292-40-3,Tazarotene,263,37,5,7,3,4
46690,78613-35-1,Amorolfine,263,52,6,8,3,5
46689,6981-18-6,Ormetoprim,263,6,6,2,2,0
46688,32266-10-7,Hexoprenaline sulfate,263,18,3,5,2,3
46687,113712-98-4,Tenatoprazole,263,16,16,5,5,0
46685,116649-85-5,Ramatroban,263,2,2,1,1,0
46706,1188-38-1,N-Carbamyl-L-glutamic acid,263,2,2,1,1,0
46705,666-99-9,Agaric acid,263,55,1,8,1,7
21775,83-34-1,3-Methylindole,263,1,1,1,1,0
46699,6933-90-0,Clorprenaline hydrochloride,263,1,1,1,1,0
46698,120011-70-3,Donepezil hydrochloride,263,19,7,5,2,3
23427,2152-34-3,Pemoline,263,0,0,0,0,0
46678,148016-81-3,Doripenem,263,5,5,3,3,0
46677,23182-46-9,Pipethanate ethylbromide,263,6,6,4,4,0
46675,231277-92-2,Lapatinib,263,81,6,9,4,5
46673,188627-80-7,Eptifibatide,263,4,4,2,2,0
23036,54350-48-0,Etretinate,263,39,39,6,6,0
46696,1193386-64-9,Vardenafil citrate,263,3,3,2,2,0
46695,127294-70-6,Balofloxacin,263,1,1,1,1,0
47840,129101-54-8,Rivastigmine tartrate,263,9,9,5,5,0
46693,122892-31-3,Itopride hydrochloride,263,3,3,1,1,0
44208,122852-69-1,Alosetron hydrochloride,263,6,6,3,3,0
46692,161967-81-3,Grepafloxacin hydrochloride,263,1,1,1,1,0
26067,144-83-2,Sulfapyridine,263,1,1,1,1,0
23615,144-82-1,Sulfamethizole,526,4,4,1,1,0
45297,141-94-6,Hexetidine,263,50,2,7,2,5
45296,138-37-4,Mafenide hydrochloride,263,0,0,0,0,0
